Date,Product_ID,Demand
2025-11-01,P0129,1127
2025-12-01,P0129,1120
2024-01-01,P0130,140
2024-02-01,P0130,158
2024-03-01,P0130,210
2024-04-01,P0130,189
2024-05-01,P0130,221
2024-06-01,P0130,232
2024-07-01,P0130,230
2024-08-01,P0130,241
2024-09-01,P0130,231
2024-10-01,P0130,257
2024-11-01,P0130,243
2024-12-01,P0130,285
2025-01-01,P0130,317
2025-02-01,P0130,322
2025-03-01,P0130,359
2025-04-01,P0130,337
2025-05-01,P0130,363
2025-06-01,P0130,359
2025-07-01,P0130,338
2025-08-01,P0130,368
2025-09-01,P0130,370
2025-10-01,P0130,373
2025-11-01,P0130,385
2025-12-01,P0130,423
2024-01-01,P0131,191
2024-02-01,P0131,229
2024-03-01,P0131,236
2024-04-01,P0131,239
2024-05-01,P0131,249
2024-06-01,P0131,194
2024-07-01,P0131,186
2024-08-01,P0131,155
2024-09-01,P0131,167
2024-10-01,P0131,201
2024-11-01,P0131,150
2024-12-01,P0131,201
2025-01-01,P0131,228
2025-02-01,P0131,224
2025-03-01,P0131,226
2025-04-01,P0131,225
2025-05-01,P0131,245
2025-06-01,P0131,223
2025-07-01,P0131,203
2025-08-01,P0131,220
2025-09-01,P0131,189
2025-10-01,P0131,164
2025-11-01,P0131,165
2025-12-01,P0131,180
2024-01-01,P0132,242
2024-02-01,P0132,326
2024-03-01,P0132,345
2024-04-01,P0132,305
2024-05-01,P0132,383
2024-06-01,P0132,348
2024-07-01,P0132,336
2024-08-01,P0132,315
2024-09-01,P0132,305
2024-10-01,P0132,302
2024-11-01,P0132,309
2024-12-01,P0132,369
2025-01-01,P0132,343
2025-02-01,P0132,422
2025-03-01,P0132,432
2025-04-01,P0132,448
2025-05-01,P0132,493
2025-06-01,P0132,461
2025-07-01,P0132,452
2025-08-01,P0132,380
2025-09-01,P0132,394
2025-10-01,P0132,415
2025-11-01,P0132,468
2025-12-01,P0132,485
2024-01-01,P0133,80
2024-02-01,P0133,87
2024-03-01,P0133,87
2024-04-01,P0133,96
2024-05-01,P0133,86
2024-06-01,P0133,69
2024-07-01,P0133,83
2024-08-01,P0133,72
2024-09-01,P0133,78
2024-10-01,P0133,44
2024-11-01,P0133,57
2024-12-01,P0133,50
2025-01-01,P0133,57
2025-02-01,P0133,75
2025-03-01,P0133,62
2025-04-01,P0133,62
2025-05-01,P0133,62
2025-06-01,P0133,63
2025-07-01,P0133,60
2025-08-01,P0133,47
2025-09-01,P0133,43
2025-10-01,P0133,37
2025-11-01,P0133,40
2025-12-01,P0133,32
2024-01-01,P0134,641
2024-02-01,P0134,773
2024-03-01,P0134,773
2024-04-01,P0134,760
2024-05-01,P0134,833
2024-06-01,P0134,765
2024-07-01,P0134,642
2024-08-01,P0134,593
2024-09-01,P0134,593
2024-10-01,P0134,551
2024-11-01,P0134,567
2024-12-01,P0134,622
2025-01-01,P0134,637
2025-02-01,P0134,677
2025-03-01,P0134,688
2025-04-01,P0134,776
2025-05-01,P0134,749
2025-06-01,P0134,617
2025-07-01,P0134,670
2025-08-01,P0134,558
2025-09-01,P0134,524
2025-10-01,P0134,471
2025-11-01,P0134,449
2025-12-01,P0134,442
2024-01-01,P0135,732
2024-02-01,P0135,887
2024-03-01,P0135,856
2024-04-01,P0135,922
2024-05-01,P0135,980
2024-06-01,P0135,937
2024-07-01,P0135,896
2024-08-01,P0135,681
2024-09-01,P0135,790
2024-10-01,P0135,829
2024-11-01,P0135,947
2024-12-01,P0135,734
2025-01-01,P0135,926
2025-02-01,P0135,940
2025-03-01,P0135,952
2025-04-01,P0135,869
2025-05-01,P0135,1012
2025-06-01,P0135,920
2025-07-01,P0135,860
2025-08-01,P0135,825
2025-09-01,P0135,829
2025-10-01,P0135,863
2025-11-01,P0135,764
2025-12-01,P0135,894
2024-01-01,P0136,1453
2024-02-01,P0136,1662
2024-03-01,P0136,1565
2024-04-01,P0136,1755
2024-05-01,P0136,1749
2024-06-01,P0136,1801
2024-07-01,P0136,1534
2024-08-01,P0136,1268
2024-09-01,P0136,1242
2024-10-01,P0136,1429
2024-11-01,P0136,1297
2024-12-01,P0136,1366
2025-01-01,P0136,1582
2025-02-01,P0136,1511
2025-03-01,P0136,1594
2025-04-01,P0136,1631
2025-05-01,P0136,1629
2025-06-01,P0136,1623
2025-07-01,P0136,1400
2025-08-01,P0136,1464
2025-09-01,P0136,1232
2025-10-01,P0136,1441
2025-11-01,P0136,1492
2025-12-01,P0136,1377
2024-01-01,P0137,807
2024-02-01,P0137,1007
2024-03-01,P0137,1023
2024-04-01,P0137,990
2024-05-01,P0137,1030
2024-06-01,P0137,1017
2024-07-01,P0137,1022
2024-08-01,P0137,923
2024-09-01,P0137,921
2024-10-01,P0137,872
2024-11-01,P0137,877
2024-12-01,P0137,964
2025-01-01,P0137,993
2025-02-01,P0137,1158
2025-03-01,P0137,1134
2025-04-01,P0137,1046
2025-05-01,P0137,1117
2025-06-01,P0137,1096
2025-07-01,P0137,999
2025-08-01,P0137,1075
2025-09-01,P0137,869
2025-10-01,P0137,921
2025-11-01,P0137,1006
2025-12-01,P0137,1040
2024-01-01,P0138,1375
2024-02-01,P0138,1502
2024-03-01,P0138,1754
2024-04-01,P0138,1611
2024-05-01,P0138,1698
2024-06-01,P0138,1504
2024-07-01,P0138,1305
2024-08-01,P0138,1295
2024-09-01,P0138,1020
2024-10-01,P0138,1066
2024-11-01,P0138,1290
2024-12-01,P0138,1223
2025-01-01,P0138,1457
2025-02-01,P0138,1641
2025-03-01,P0138,1767
2025-04-01,P0138,1842
2025-05-01,P0138,1858
2025-06-01,P0138,1759
2025-07-01,P0138,1540
2025-08-01,P0138,1301
2025-09-01,P0138,1078
2025-10-01,P0138,1232
2025-11-01,P0138,1173
2025-12-01,P0138,1352
2024-01-01,P0139,739
2024-02-01,P0139,661
2024-03-01,P0139,639
2024-04-01,P0139,681
2024-05-01,P0139,670
2024-06-01,P0139,613
2024-07-01,P0139,613
2024-08-01,P0139,490
2024-09-01,P0139,524
2024-10-01,P0139,465
2024-11-01,P0139,461
2024-12-01,P0139,582
2025-01-01,P0139,605
2025-02-01,P0139,676
2025-03-01,P0139,676
2025-04-01,P0139,679
2025-05-01,P0139,720
2025-06-01,P0139,600
2025-07-01,P0139,592
2025-08-01,P0139,463
2025-09-01,P0139,506
2025-10-01,P0139,440
2025-11-01,P0139,327
2025-12-01,P0139,416
2024-01-01,P0140,762
2024-02-01,P0140,856
2024-03-01,P0140,788
2024-04-01,P0140,821
2024-05-01,P0140,839
2024-06-01,P0140,855
2024-07-01,P0140,654
2024-08-01,P0140,711
2024-09-01,P0140,577
2024-10-01,P0140,575
2024-11-01,P0140,583
2024-12-01,P0140,558
2025-01-01,P0140,739
2025-02-01,P0140,697
2025-03-01,P0140,773
2025-04-01,P0140,725
2025-05-01,P0140,755
2025-06-01,P0140,734
2025-07-01,P0140,679
2025-08-01,P0140,577
2025-09-01,P0140,603
2025-10-01,P0140,501
2025-11-01,P0140,535
2025-12-01,P0140,610
2024-01-01,P0141,844
2024-02-01,P0141,938
2024-03-01,P0141,907
2024-04-01,P0141,956
2024-05-01,P0141,915
2024-06-01,P0141,976
2024-07-01,P0141,903
2024-08-01,P0141,840
2024-09-01,P0141,950
2024-10-01,P0141,859
2024-11-01,P0141,918
2024-12-01,P0141,876
2025-01-01,P0141,932
2025-02-01,P0141,823
2025-03-01,P0141,926
2025-04-01,P0141,1090
2025-05-01,P0141,989
2025-06-01,P0141,1021
2025-07-01,P0141,905
2025-08-01,P0141,862
2025-09-01,P0141,952
2025-10-01,P0141,953
2025-11-01,P0141,945
2025-12-01,P0141,941
2024-01-01,P0142,789
2024-02-01,P0142,688
2024-03-01,P0142,721
2024-04-01,P0142,813
2024-05-01,P0142,747
2024-06-01,P0142,800
2024-07-01,P0142,659
2024-08-01,P0142,653
2024-09-01,P0142,647
2024-10-01,P0142,616
2024-11-01,P0142,552
2024-12-01,P0142,715
2025-01-01,P0142,664
2025-02-01,P0142,701
2025-03-01,P0142,736
2025-04-01,P0142,789
2025-05-01,P0142,828
2025-06-01,P0142,724
2025-07-01,P0142,752
2025-08-01,P0142,577
2025-09-01,P0142,568
2025-10-01,P0142,544
2025-11-01,P0142,585
2025-12-01,P0142,651
2024-01-01,P0143,926
2024-02-01,P0143,1027
2024-03-01,P0143,1092
2024-04-01,P0143,948
2024-05-01,P0143,1075
2024-06-01,P0143,1009
2024-07-01,P0143,874
2024-08-01,P0143,947
2024-09-01,P0143,968
2024-10-01,P0143,931
2024-11-01,P0143,847
2024-12-01,P0143,740
2025-01-01,P0143,896
2025-02-01,P0143,833
2025-03-01,P0143,935
2025-04-01,P0143,865
2025-05-01,P0143,870
2025-06-01,P0143,898
2025-07-01,P0143,823
2025-08-01,P0143,811
2025-09-01,P0143,695
2025-10-01,P0143,742
2025-11-01,P0143,767
2025-12-01,P0143,818
2024-01-01,P0144,819
2024-02-01,P0144,951
2024-03-01,P0144,985
2024-04-01,P0144,957
2024-05-01,P0144,1008
2024-06-01,P0144,990
2024-07-01,P0144,955
2024-08-01,P0144,866
2024-09-01,P0144,833
2024-10-01,P0144,893
2024-11-01,P0144,877
2024-12-01,P0144,836
2025-01-01,P0144,1149
2025-02-01,P0144,1128
2025-03-01,P0144,1118
2025-04-01,P0144,1022
2025-05-01,P0144,1182
2025-06-01,P0144,957
2025-07-01,P0144,1074
2025-08-01,P0144,950
2025-09-01,P0144,882
2025-10-01,P0144,1005
2025-11-01,P0144,1069
2025-12-01,P0144,979
2024-01-01,P0145,372
2024-02-01,P0145,506
2024-03-01,P0145,463
2024-04-01,P0145,501
2024-05-01,P0145,470
2024-06-01,P0145,451
2024-07-01,P0145,411
2024-08-01,P0145,382
2024-09-01,P0145,382
2024-10-01,P0145,398
2024-11-01,P0145,413
2024-12-01,P0145,449
2025-01-01,P0145,496
2025-02-01,P0145,588
2025-03-01,P0145,612
2025-04-01,P0145,692
2025-05-01,P0145,666
2025-06-01,P0145,626
2025-07-01,P0145,576
2025-08-01,P0145,523
2025-09-01,P0145,515
2025-10-01,P0145,534
2025-11-01,P0145,575
2025-12-01,P0145,579
2024-01-01,P0146,620
2024-02-01,P0146,695
2024-03-01,P0146,745
2024-04-01,P0146,660
2024-05-01,P0146,657
2024-06-01,P0146,702
2024-07-01,P0146,690
2024-08-01,P0146,747
2024-09-01,P0146,728
2024-10-01,P0146,624
2024-11-01,P0146,666
2024-12-01,P0146,665
2025-01-01,P0146,687
2025-02-01,P0146,690
2025-03-01,P0146,768
2025-04-01,P0146,746
2025-05-01,P0146,739
2025-06-01,P0146,777
2025-07-01,P0146,630
2025-08-01,P0146,701
2025-09-01,P0146,740
2025-10-01,P0146,747
2025-11-01,P0146,799
2025-12-01,P0146,741
2024-01-01,P0147,889
2024-02-01,P0147,880
2024-03-01,P0147,989
2024-04-01,P0147,962
2024-05-01,P0147,777
2024-06-01,P0147,844
2024-07-01,P0147,904
2024-08-01,P0147,827
2024-09-01,P0147,775
2024-10-01,P0147,781
2024-11-01,P0147,745
2024-12-01,P0147,757
2025-01-01,P0147,851
2025-02-01,P0147,860
2025-03-01,P0147,886
2025-04-01,P0147,848
2025-05-01,P0147,916
2025-06-01,P0147,832
2025-07-01,P0147,974
2025-08-01,P0147,788
2025-09-01,P0147,687
2025-10-01,P0147,831
2025-11-01,P0147,775
2025-12-01,P0147,773
2024-01-01,P0148,923
2024-02-01,P0148,992
2024-03-01,P0148,1123
2024-04-01,P0148,1107
2024-05-01,P0148,1057
2024-06-01,P0148,951
2024-07-01,P0148,959
2024-08-01,P0148,821
2024-09-01,P0148,665
2024-10-01,P0148,650
2024-11-01,P0148,634
2024-12-01,P0148,820
2025-01-01,P0148,733
2025-02-01,P0148,740
2025-03-01,P0148,1051
2025-04-01,P0148,993
2025-05-01,P0148,1049
2025-06-01,P0148,922
2025-07-01,P0148,831
2025-08-01,P0148,667
2025-09-01,P0148,595
2025-10-01,P0148,651
2025-11-01,P0148,626
2025-12-01,P0148,617
2024-01-01,P0149,1208
2024-02-01,P0149,1118
2024-03-01,P0149,1258
2024-04-01,P0149,1111
2024-05-01,P0149,1174
2024-06-01,P0149,1151
2024-07-01,P0149,965
2024-08-01,P0149,934
2024-09-01,P0149,812
2024-10-01,P0149,829
2024-11-01,P0149,856
2024-12-01,P0149,924
2025-01-01,P0149,1043
2025-02-01,P0149,1082
2025-03-01,P0149,1169
2025-04-01,P0149,1155
2025-05-01,P0149,1230
2025-06-01,P0149,1271
2025-07-01,P0149,1038
2025-08-01,P0149,1045
2025-09-01,P0149,904
2025-10-01,P0149,886
2025-11-01,P0149,819
2025-12-01,P0149,960
2024-01-01,P0150,822
2024-02-01,P0150,833
2024-03-01,P0150,933
2024-04-01,P0150,907
2024-05-01,P0150,903
2024-06-01,P0150,862
2024-07-01,P0150,859
2024-08-01,P0150,799
2024-09-01,P0150,703
2024-10-01,P0150,702
2024-11-01,P0150,654
2024-12-01,P0150,743
2025-01-01,P0150,825
2025-02-01,P0150,838
2025-03-01,P0150,1033
2025-04-01,P0150,889
2025-05-01,P0150,892
2025-06-01,P0150,817
2025-07-01,P0150,885
2025-08-01,P0150,785
2025-09-01,P0150,783
2025-10-01,P0150,682
2025-11-01,P0150,674
2025-12-01,P0150,767
2024-01-01,P0151,753
2024-02-01,P0151,875
2024-03-01,P0151,889
2024-04-01,P0151,847
2024-05-01,P0151,761
2024-06-01,P0151,731
2024-07-01,P0151,829
2024-08-01,P0151,676
2024-09-01,P0151,693
2024-10-01,P0151,718
2024-11-01,P0151,750
2024-12-01,P0151,755
2025-01-01,P0151,708
2025-02-01,P0151,805
2025-03-01,P0151,801
2025-04-01,P0151,774
2025-05-01,P0151,898
2025-06-01,P0151,784
2025-07-01,P0151,796
2025-08-01,P0151,598
2025-09-01,P0151,676
2025-10-01,P0151,616
2025-11-01,P0151,638
2025-12-01,P0151,655
2024-01-01,P0152,737
2024-02-01,P0152,902
2024-03-01,P0152,949
2024-04-01,P0152,1042
2024-05-01,P0152,845
2024-06-01,P0152,1003
2024-07-01,P0152,893
2024-08-01,P0152,814
2024-09-01,P0152,672
2024-10-01,P0152,829
2024-11-01,P0152,705
2024-12-01,P0152,798
2025-01-01,P0152,903
2025-02-01,P0152,1024
2025-03-01,P0152,1086
2025-04-01,P0152,1063
2025-05-01,P0152,1100
2025-06-01,P0152,1057
2025-07-01,P0152,971
2025-08-01,P0152,816
2025-09-01,P0152,943
2025-10-01,P0152,900
2025-11-01,P0152,921
2025-12-01,P0152,1006
2024-01-01,P0153,1263
2024-02-01,P0153,1355
2024-03-01,P0153,1339
2024-04-01,P0153,1353
2024-05-01,P0153,1400
2024-06-01,P0153,1455
2024-07-01,P0153,1283
2024-08-01,P0153,1278
2024-09-01,P0153,1102
2024-10-01,P0153,935
2024-11-01,P0153,994
2024-12-01,P0153,1159
2025-01-01,P0153,1291
2025-02-01,P0153,1482
2025-03-01,P0153,1201
2025-04-01,P0153,1259
2025-05-01,P0153,1459
2025-06-01,P0153,1218
2025-07-01,P0153,1287
2025-08-01,P0153,1097
2025-09-01,P0153,1125
2025-10-01,P0153,1030
2025-11-01,P0153,1014
2025-12-01,P0153,1009
2024-01-01,P0154,1180
2024-02-01,P0154,1223
2024-03-01,P0154,1258
2024-04-01,P0154,1319
2024-05-01,P0154,1297
2024-06-01,P0154,1150
2024-07-01,P0154,1087
2024-08-01,P0154,1004
2024-09-01,P0154,940
2024-10-01,P0154,933
2024-11-01,P0154,1107
2024-12-01,P0154,1105
2025-01-01,P0154,1179
2025-02-01,P0154,1155
2025-03-01,P0154,1334
2025-04-01,P0154,1365
2025-05-01,P0154,1413
2025-06-01,P0154,1578
2025-07-01,P0154,1231
2025-08-01,P0154,1209
2025-09-01,P0154,1189
2025-10-01,P0154,1027
2025-11-01,P0154,1046
2025-12-01,P0154,1110
2024-01-01,P0155,703
2024-02-01,P0155,795
2024-03-01,P0155,700
2024-04-01,P0155,743
2024-05-01,P0155,718
2024-06-01,P0155,680
2024-07-01,P0155,576
2024-08-01,P0155,713
2024-09-01,P0155,494
2024-10-01,P0155,556
2024-11-01,P0155,464
2024-12-01,P0155,481
2025-01-01,P0155,603
2025-02-01,P0155,518
2025-03-01,P0155,632
2025-04-01,P0155,702
2025-05-01,P0155,717
2025-06-01,P0155,634
2025-07-01,P0155,604
2025-08-01,P0155,372
2025-09-01,P0155,482
2025-10-01,P0155,481
2025-11-01,P0155,528
2025-12-01,P0155,544
2024-01-01,P0156,989
2024-02-01,P0156,961
2024-03-01,P0156,923
2024-04-01,P0156,1133
2024-05-01,P0156,951
2024-06-01,P0156,1007
2024-07-01,P0156,902
2024-08-01,P0156,796
2024-09-01,P0156,726
2024-10-01,P0156,647
2024-11-01,P0156,891
2024-12-01,P0156,852
2025-01-01,P0156,987
2025-02-01,P0156,850
2025-03-01,P0156,1017
2025-04-01,P0156,1146
2025-05-01,P0156,971
2025-06-01,P0156,1023
2025-07-01,P0156,1055
2025-08-01,P0156,922
2025-09-01,P0156,647
2025-10-01,P0156,535
2025-11-01,P0156,823
2025-12-01,P0156,801
2024-01-01,P0157,1596
2024-02-01,P0157,1509
2024-03-01,P0157,1503
2024-04-01,P0157,1699
2024-05-01,P0157,1625
2024-06-01,P0157,1266
2024-07-01,P0157,1420
2024-08-01,P0157,1146
2024-09-01,P0157,1113
2024-10-01,P0157,853
2024-11-01,P0157,1250
2024-12-01,P0157,1206
2025-01-01,P0157,1464
2025-02-01,P0157,1243
2025-03-01,P0157,1473
2025-04-01,P0157,1725
2025-05-01,P0157,1454
2025-06-01,P0157,1521
2025-07-01,P0157,1351
2025-08-01,P0157,1195
2025-09-01,P0157,1045
2025-10-01,P0157,1065
2025-11-01,P0157,1147
2025-12-01,P0157,1254
2024-01-01,P0158,1060
2024-02-01,P0158,984
2024-03-01,P0158,1048
2024-04-01,P0158,1184
2024-05-01,P0158,1200
2024-06-01,P0158,1257
2024-07-01,P0158,1111
2024-08-01,P0158,1039
2024-09-01,P0158,955
2024-10-01,P0158,946
2024-11-01,P0158,900
2024-12-01,P0158,942
2025-01-01,P0158,1009
2025-02-01,P0158,1080
2025-03-01,P0158,1028
2025-04-01,P0158,1102
2025-05-01,P0158,1054
2025-06-01,P0158,1058
2025-07-01,P0158,958
2025-08-01,P0158,924
2025-09-01,P0158,962
2025-10-01,P0158,677
2025-11-01,P0158,717
2025-12-01,P0158,995
2024-01-01,P0159,1276
2024-02-01,P0159,1511
2024-03-01,P0159,1642
2024-04-01,P0159,1584
2024-05-01,P0159,1786
2024-06-01,P0159,1420
2024-07-01,P0159,1623
2024-08-01,P0159,1491
2024-09-01,P0159,1427
2024-10-01,P0159,1206
2024-11-01,P0159,1331
2024-12-01,P0159,1226
2025-01-01,P0159,1446
2025-02-01,P0159,1688
2025-03-01,P0159,1739
2025-04-01,P0159,1732
2025-05-01,P0159,1480
2025-06-01,P0159,1761
2025-07-01,P0159,1719
2025-08-01,P0159,1344
2025-09-01,P0159,1127
2025-10-01,P0159,1248
2025-11-01,P0159,1355
2025-12-01,P0159,1681
2024-01-01,P0160,851
2024-02-01,P0160,777
2024-03-01,P0160,760
2024-04-01,P0160,790
2024-05-01,P0160,831
2024-06-01,P0160,690
2024-07-01,P0160,777
2024-08-01,P0160,788
2024-09-01,P0160,610
2024-10-01,P0160,666
2024-11-01,P0160,737
2024-12-01,P0160,743
2025-01-01,P0160,692
2025-02-01,P0160,773
2025-03-01,P0160,761
2025-04-01,P0160,709
2025-05-01,P0160,824
2025-06-01,P0160,669
2025-07-01,P0160,713
2025-08-01,P0160,738
2025-09-01,P0160,601
2025-10-01,P0160,662
2025-11-01,P0160,718
2025-12-01,P0160,640
2024-01-01,P0161,838
2024-02-01,P0161,859
2024-03-01,P0161,808
2024-04-01,P0161,865
2024-05-01,P0161,879
2024-06-01,P0161,788
2024-07-01,P0161,840
2024-08-01,P0161,664
2024-09-01,P0161,695
2024-10-01,P0161,627
2024-11-01,P0161,784
2024-12-01,P0161,724
2025-01-01,P0161,848
2025-02-01,P0161,901
2025-03-01,P0161,793
2025-04-01,P0161,880
2025-05-01,P0161,887
2025-06-01,P0161,741
2025-07-01,P0161,755
2025-08-01,P0161,482
2025-09-01,P0161,655
2025-10-01,P0161,633
2025-11-01,P0161,684
2025-12-01,P0161,618
2024-01-01,P0162,1085
2024-02-01,P0162,1106
2024-03-01,P0162,1208
2024-04-01,P0162,1282
2024-05-01,P0162,1245
2024-06-01,P0162,1235
2024-07-01,P0162,911
2024-08-01,P0162,1183
2024-09-01,P0162,868
2024-10-01,P0162,1135
2024-11-01,P0162,981
2024-12-01,P0162,988
2025-01-01,P0162,1048
2025-02-01,P0162,969
2025-03-01,P0162,1132
2025-04-01,P0162,1433
2025-05-01,P0162,1209
2025-06-01,P0162,1126
2025-07-01,P0162,1063
2025-08-01,P0162,1148
2025-09-01,P0162,1026
2025-10-01,P0162,883
2025-11-01,P0162,1050
2025-12-01,P0162,1103
2024-01-01,P0163,874
2024-02-01,P0163,910
2024-03-01,P0163,911
2024-04-01,P0163,943
2024-05-01,P0163,990
2024-06-01,P0163,865
2024-07-01,P0163,974
2024-08-01,P0163,932
2024-09-01,P0163,895
2024-10-01,P0163,766
2024-11-01,P0163,808
2024-12-01,P0163,732
2025-01-01,P0163,950
2025-02-01,P0163,1093
2025-03-01,P0163,982
2025-04-01,P0163,993
2025-05-01,P0163,996
2025-06-01,P0163,910
2025-07-01,P0163,1017
2025-08-01,P0163,1000
2025-09-01,P0163,764
2025-10-01,P0163,808
2025-11-01,P0163,806
2025-12-01,P0163,887
2024-01-01,P0164,523
2024-02-01,P0164,528
2024-03-01,P0164,645
2024-04-01,P0164,563
2024-05-01,P0164,662
2024-06-01,P0164,559
2024-07-01,P0164,445
2024-08-01,P0164,414
2024-09-01,P0164,437
2024-10-01,P0164,464
2024-11-01,P0164,410
2024-12-01,P0164,498
2025-01-01,P0164,548
2025-02-01,P0164,641
2025-03-01,P0164,723
2025-04-01,P0164,694
2025-05-01,P0164,603
2025-06-01,P0164,727
2025-07-01,P0164,575
2025-08-01,P0164,549
2025-09-01,P0164,508
2025-10-01,P0164,526
2025-11-01,P0164,411
2025-12-01,P0164,521
2024-01-01,P0165,405
2024-02-01,P0165,504
2024-03-01,P0165,511
2024-04-01,P0165,570
2024-05-01,P0165,615
2024-06-01,P0165,544
2024-07-01,P0165,521
2024-08-01,P0165,463
2024-09-01,P0165,482
2024-10-01,P0165,476
2024-11-01,P0165,448
2024-12-01,P0165,478
2025-01-01,P0165,577
2025-02-01,P0165,591
2025-03-01,P0165,611
2025-04-01,P0165,679
2025-05-01,P0165,615
2025-06-01,P0165,616
2025-07-01,P0165,570
2025-08-01,P0165,603
2025-09-01,P0165,497
2025-10-01,P0165,507
2025-11-01,P0165,600
2025-12-01,P0165,607
2024-01-01,P0166,577
2024-02-01,P0166,548
2024-03-01,P0166,703
2024-04-01,P0166,630
2024-05-01,P0166,576
2024-06-01,P0166,544
2024-07-01,P0166,480
2024-08-01,P0166,397
2024-09-01,P0166,343
2024-10-01,P0166,420
2024-11-01,P0166,296
2024-12-01,P0166,432
2025-01-01,P0166,369
2025-02-01,P0166,487
2025-03-01,P0166,534
2025-04-01,P0166,601
2025-05-01,P0166,504
2025-06-01,P0166,419
2025-07-01,P0166,360
2025-08-01,P0166,353
2025-09-01,P0166,378
2025-10-01,P0166,277
2025-11-01,P0166,243
2025-12-01,P0166,334
2024-01-01,P0167,1170
2024-02-01,P0167,1774
2024-03-01,P0167,1682
2024-04-01,P0167,1871
2024-05-01,P0167,1697
2024-06-01,P0167,1578
2024-07-01,P0167,1399
2024-08-01,P0167,1143
2024-09-01,P0167,1149
2024-10-01,P0167,1085
2024-11-01,P0167,1064
2024-12-01,P0167,1180
2025-01-01,P0167,1627
2025-02-01,P0167,1706
2025-03-01,P0167,1790
2025-04-01,P0167,1706
2025-05-01,P0167,1744
2025-06-01,P0167,1682
2025-07-01,P0167,1461
2025-08-01,P0167,1346
2025-09-01,P0167,1063
2025-10-01,P0167,927
2025-11-01,P0167,1217
2025-12-01,P0167,1160
2024-01-01,P0168,317
2024-02-01,P0168,359
2024-03-01,P0168,339
2024-04-01,P0168,290
2024-05-01,P0168,303
2024-06-01,P0168,278
2024-07-01,P0168,291
2024-08-01,P0168,272
2024-09-01,P0168,245
2024-10-01,P0168,275
2024-11-01,P0168,249
2024-12-01,P0168,284
2025-01-01,P0168,304
2025-02-01,P0168,245
2025-03-01,P0168,332
2025-04-01,P0168,318
2025-05-01,P0168,297
2025-06-01,P0168,260
2025-07-01,P0168,208
2025-08-01,P0168,229
2025-09-01,P0168,203
2025-10-01,P0168,205
2025-11-01,P0168,219
2025-12-01,P0168,187
2024-01-01,P0169,1136
2024-02-01,P0169,1260
2024-03-01,P0169,1254
2024-04-01,P0169,1494
2024-05-01,P0169,1471
2024-06-01,P0169,1143
2024-07-01,P0169,1373
2024-08-01,P0169,1027
2024-09-01,P0169,976
2024-10-01,P0169,865
2024-11-01,P0169,914
2024-12-01,P0169,1109
2025-01-01,P0169,1174
2025-02-01,P0169,1086
2025-03-01,P0169,1362
2025-04-01,P0169,1544
2025-05-01,P0169,1418
2025-06-01,P0169,1202
2025-07-01,P0169,1282
2025-08-01,P0169,979
2025-09-01,P0169,976
2025-10-01,P0169,808
2025-11-01,P0169,1023
2025-12-01,P0169,955
2024-01-01,P0170,299
2024-02-01,P0170,280
2024-03-01,P0170,321
2024-04-01,P0170,336
2024-05-01,P0170,285
2024-06-01,P0170,279
2024-07-01,P0170,273
2024-08-01,P0170,233
2024-09-01,P0170,218
2024-10-01,P0170,178
2024-11-01,P0170,158
2024-12-01,P0170,215
2025-01-01,P0170,241
2025-02-01,P0170,278
2025-03-01,P0170,241
2025-04-01,P0170,236
2025-05-01,P0170,197
2025-06-01,P0170,204
2025-07-01,P0170,196
2025-08-01,P0170,149
2025-09-01,P0170,147
2025-10-01,P0170,150
2025-11-01,P0170,114
2025-12-01,P0170,131
2024-01-01,P0171,237
2024-02-01,P0171,260
2024-03-01,P0171,275
2024-04-01,P0171,263
2024-05-01,P0171,259
2024-06-01,P0171,265
2024-07-01,P0171,253
2024-08-01,P0171,248
2024-09-01,P0171,205
2024-10-01,P0171,252
2024-11-01,P0171,236
2024-12-01,P0171,265
2025-01-01,P0171,292
2025-02-01,P0171,320
2025-03-01,P0171,327
2025-04-01,P0171,331
2025-05-01,P0171,325
2025-06-01,P0171,295
2025-07-01,P0171,318
2025-08-01,P0171,285
2025-09-01,P0171,269
2025-10-01,P0171,259
2025-11-01,P0171,311
2025-12-01,P0171,288
2024-01-01,P0172,1384
2024-02-01,P0172,1360
2024-03-01,P0172,1432
2024-04-01,P0172,1606
2024-05-01,P0172,1344
2024-06-01,P0172,1146
2024-07-01,P0172,1104
2024-08-01,P0172,1129
2024-09-01,P0172,1316
2024-10-01,P0172,1060
2024-11-01,P0172,1045
2024-12-01,P0172,958
2025-01-01,P0172,1283
2025-02-01,P0172,1378
2025-03-01,P0172,1346
2025-04-01,P0172,1353
2025-05-01,P0172,1362
2025-06-01,P0172,1293
2025-07-01,P0172,1035
2025-08-01,P0172,1026
2025-09-01,P0172,948
2025-10-01,P0172,845
2025-11-01,P0172,996
2025-12-01,P0172,999
2024-01-01,P0173,172
2024-02-01,P0173,177
2024-03-01,P0173,187
2024-04-01,P0173,178
2024-05-01,P0173,160
2024-06-01,P0173,166
2024-07-01,P0173,149
2024-08-01,P0173,162
2024-09-01,P0173,166
2024-10-01,P0173,138
2024-11-01,P0173,139
2024-12-01,P0173,131
2025-01-01,P0173,143
2025-02-01,P0173,138
2025-03-01,P0173,164
2025-04-01,P0173,139
2025-05-01,P0173,157
2025-06-01,P0173,146
2025-07-01,P0173,145
